,new_imdb_id,title_name,content_category,keyword_list,genre_list,Dominant_Topic,Topic_Perc_Contrib
25,tt0021906,Gentleman's Fate,movies,"['Fathers', 'Family Business', 'Dramatic', 'Crimes', 'Murder', 'Death', 'Drama', 'Orphans', 'Mafia', 'Prohibition', 'Black & White', 'Alcohol', 'England', 'New Jersey', 'Mobsters', 'Brothers', 'Violent']","['Crime', 'Drama']",7,0.5223776
26,tt1587373,If God Is Willing and Da Creek Don't Rise,series,"['Artists', 'Award-Winning', 'Community', 'Discrimination', 'Emmy Nominated', 'Starting Over', 'Journalism', '2000s', 'Political or Government Workers', 'American Football', 'Documentary', 'Destruction', 'Natural Disasters', 'Powerful', 'Interviews', 'Cover-Ups', 'Poetic', 'Mardi Gras', 'New Orleans', 'Witnesses', 'Victory', 'Raw', 'Law', 'Professors']",['Documentary'],6,0.48202494
27,tt0119217,Good Will Hunting,movies,"['Award-Nominated', 'Prodigies', 'Therapy', 'Redemption', 'Colleges', 'Mental Health', 'Boston', 'Power Struggle', 'Buddies', 'Bars', 'Emotional', 'Psychological', 'Seeking Fulfillment', 'Captivating', 'Romance', 'Critically Acclaimed', 'Coming of Age', 'Mentors', 'Touching', 'Haunted By the Past']","['Drama', 'Romance']",4,0.4482981
28,tt9308382,The High Note,movies,"['Workplaces', 'Business', 'Aging', 'Romantic', 'Happy', 'Los Angeles', 'Self-Discovery', 'Catching a Break', 'Heart-Warming', '2020s', 'Feminism', 'Egos', 'Fame', 'Concerts', 'Musicians', 'Music', 'Dramedy', 'Funny', 'Love', 'Personal Assistants', 'Passion', 'Obnoxious Boss', 'Employees', 'Pursuing a Dream']","['Drama', 'Music', 'Romance']",2,0.5763492
29,tt0085159,Amityville 3-D,movies,"['Monsters', 'Danger', 'Good vs Evil', 'Media', 'Demonic Possession', 'Violent', 'Scary', 'Spirits or Ghosts', 'New York (State)', 'Interviewers', 'Suspenseful', 'Islands', 'Police Stations', 'Horror', 'Sequel', 'Parents', 'Rivals']",['Horror'],5,0.89255595
30,tt0455590,The Last King of Scotland,movies,"['Critically Acclaimed', 'Power Struggle', 'Discovering the Truth', 'Dictators', 'Biopic', 'Trapped', 'Human Rights', 'Africa', 'Based on History', '1970s', 'Palaces', 'Political Unrest', 'Award-Winning', 'Provocative', 'Social Commentary', 'Arguments', 'Revolutions or Rebellions', 'Freedom', 'Based on a Novel', 'Doctors', 'Disturbing', 'Despair', 'Loyal Sidekick', 'Fear', 'Historical Figures', 'Murder', 'Pessimistic', 'Danger', 'Sorrow', 'Gritty', 'Betrayal']","['Biography', 'Drama', 'History', 'Thriller']",1,0.4664728
31,tt0418819,Land of the Dead,movies,"['Chaos', 'Battle Zones', 'Suspenseful', 'Gory', 'Violent', 'Original Story', 'Military', 'Thriller', 'Science Fiction', 'Marines', 'Zombies', 'Adult Humor', 'Monsters', 'Post-Apocalyptic', 'Fighting the System', 'Urban', 'Horror', 'Scary', 'Dystopia', 'Survival']","['Horror', 'Sci-Fi', 'Thriller']",5,0.8463929
32,tt0097981,A Nightmare on Elm Street 5: The Dream Child,movies,"['Fear', 'Small Towns', 'Suspenseful', 'Death', 'Heavy', 'United States', 'Serial Killers', 'Monsters', 'Good vs Evil', 'Supernatural', 'Murder', 'Children', 'Revenge', 'Slasher', 'Dreams', 'Halloween', 'Survival', 'Adolescence', 'Teens', '1980s', 'Violence', 'Ohio']","['Fantasy', 'Horror']",5,0.52481014
33,tt0472944,,series,"['Sex Workers', 'Controversial', 'Sex', 'Polyamory or Polygamy', 'Flirting', 'Prostitution', 'Business', '2000s', 'Reality Show', 'Film Crew', 'Nevada', 'Bosses', 'Informative']",['Documentary'],3,0.5471107
34,tt0472033,9,movies,"['Hope', 'Serious', 'Discovering the Truth', 'Science Fiction', 'Rescues', 'Heritage', 'Technology', 'Missions', 'Experiments', 'Despair', 'Gloomy', 'Sorrow', '1930s', 'Fantasy', 'Imaginative', 'Adventures', 'Fictional World', 'Post-Apocalyptic', 'The Chosen One', 'Award-Nominated', 'Robots', 'Exciting', 'Apocalypse', 'Animation', 'Saving the World', 'Based on a Short Film', 'Scientists']","['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Thriller']",0,0.5388612
35,tt1798684,Southpaw,movies,"['Emotional', 'Adulthood', 'Anger', 'Training', 'Inspiring', 'New York City', 'Revenge', 'Sports', 'Boxing', 'Hotshot', 'Underdogs', 'Daughters', 'Dramatic', 'Bad Boy', 'Redemption', 'Accidents', 'Award-Nominated', 'Serious', 'Death', 'Children', 'Parents', 'Self-Discovery', 'Against the Odds', 'Forgiveness', 'Catching a Break', '2010s', 'Athletes', 'Duels', 'Mourning', 'Dysfunctional Family']","['Action', 'Crime', 'Drama', 'Sport']",4,0.349018
36,tt1403865,True Grit,movies,"['Offbeat', 'Old West', 'Youth', 'Critically Acclaimed', 'Unlikely Friendship', 'Gritty', 'Thrilling', 'Arkansas', 'Coming of Age', 'Voice Overs', 'Award-Nominated', 'Western', '1800s', 'Teens', 'Based on a Novel', 'Police', 'Self-Discovery', 'Obsession', 'Against the Odds', 'Sincere', 'Revenge', 'Law Enforcement', 'Missions', 'Drama', 'Murder', 'Oklahoma', 'Investigations']","['Drama', 'Western']",5,0.3235543
37,tt14903810,Small Town News: KPVM Pahrump,series,"['Nevada', 'Small Towns', 'Documentary', '2020s', 'Journalism', 'Bosses', 'Business', 'Journalists', 'Fun', 'Coworkers', 'Lighthearted', 'Community', 'Spouses', 'Politics', 'Interviews', 'Pursuing a Dream', 'Optimistic', 'News', 'Elections']","['Documentary', 'Biography']",6,0.42293385
38,tt0395699,The Pacifier,movies,"['Witness Protection', 'Parenting', 'Suburbs', 'Fun', 'Fish Out of Water', 'Soldiers', 'Protectors', 'Investigations', 'Drama', 'Spies', 'Bodyguards', 'Action-Packed', 'Family', 'Rescues', 'Government Agencies', 'Danger', 'Comedy', 'Protecting the Innocent', 'Children', 'United States', 'Action', 'Assassins', 'Assassinations', 'Schools', 'Chaos', 'Love']","['Action', 'Comedy', 'Drama', 'Family']",5,0.53587765
39,tt0175880,Magnolia,movies,"['Illnesses', 'Guilt', 'Love', 'Tearjerker', 'Quirky', 'Death', 'Substance Abuse', 'Los Angeles', 'Intersecting Lives', 'Prodigal Son', 'Family', 'Sons', 'Fathers']",['Drama'],7,0.5978487
40,tt8752498,Wonder Woman: Bloodlines,movies,"['Secrets', 'Violence', 'Conspiracies', 'Animation', 'Superheroes', 'Conflict', 'Based on a Comic', 'Action-Packed', 'Award-Nominated', 'Fictional Time', 'Destruction', 'Sacrifice', 'Crises', 'Cons or Frauds', 'Death', 'Dramatic', 'Investigations', 'Supernatural', 'Secret Identities', 'Greed']","['Animation', 'Action', 'Fantasy']",7,0.6744381
41,tt0446013,Pathfinder,movies,"['Love', 'Culture Clash', 'Death', 'Swords', 'Grim', 'Serious', '1000s', 'Orphans', 'Adulthood', 'Remake', 'Warriors', 'Hope', 'Colonialism', 'Fish Out of Water', 'Villages', 'Action', 'Intense', 'Wilderness', 'North America', 'Leadership', 'Exciting', 'Survival', 'Against the Odds', 'Missions']","['Action', 'Adventure', 'Drama', 'War']",2,0.39247108
42,tt0838283,Step Brothers,movies,"['Parents', 'Siblings', 'Humor', 'Suburbs', 'Cult Classic', 'Pursuing a Dream', 'Silly', 'Farce', 'Comedy', 'Ambition', 'Generation Gap', 'Married Life', 'North America', 'Fun', 'Misfits', 'Happy', 'Unemployed People', 'Dysfunctional Family', 'Family Homes', 'Rivals', 'Adult Humor', 'Egos', 'Stepparents', 'Losers', 'Coming of Age', 'Simple', 'California', 'Adulthood', 'Slapstick Comedy', 'Arguments']",['Comedy'],2,0.62433636
43,tt0105698,Universal Soldier,movies,"['Good vs Evil', 'Rivals', 'Robots', 'Crimes', 'Chaos', 'Haunted By the Past', 'Danger', 'Pursuing a Dream', 'Media', 'Revenge', 'Suspenseful', 'Science Fiction', 'Action', 'Interviewers', 'Battle Zones', 'Violent', 'Military', 'Independent', 'Fast', 'Vietnam War', 'Martial Arts', 'Villains', 'Tense']","['Action', 'Sci-Fi']",5,0.45301384
44,tt3026488,Alone in Berlin,movies,"['Based on a Novel', 'Human Rights', 'Fighting the System', 'Drama', 'Tragic', 'Anti-War', 'Inspiring', '1940s', 'Suspenseful', 'World War II', 'Period Piece', 'Death', 'Berlin', 'Emotional', 'Mourning', 'Parents', 'Murder', 'Anger', 'Injustice', 'Award-Nominated']","['Drama', 'History', 'War']",1,0.5422449
45,tt0118111,Waiting for Guffman,movies,"['Musical Performances', 'Ambition', 'Mock Movie', 'Lighthearted', 'Missouri', 'Romantic', 'Showbiz', 'Satire', 'Talent', 'Improvisational Comedy', 'Small Towns', 'Pageants']",['Comedy'],4,0.41245303
46,tt0110538,Mixed Nuts,movies,"['Christmas', 'Coworkers', 'California', 'Betrayal', 'Workplaces', 'Serial Killers', 'Farce', 'Energetic', 'Sex', 'Beaches', 'Based on a Movie', 'Female Director', 'Banks', 'Hospitals', 'Pregnancy', 'Guns', 'Affairs or Infidelity', 'Semi-Serious', 'Boyfriends or Girlfriends', 'Veterinarians']","['Comedy', 'Drama']",4,0.37100857
47,tt0374569,Che: Part Two,movies,"['Drama', 'Rebels', 'Based on a True Story', 'Tragic', 'Biopic', 'South America', 'Civil Wars', 'Emotional', 'Sequel', 'Leadership', 'Soldiers', 'Idealism', 'Political Unrest', 'Power Struggle', '1960s', 'Revolutions or Rebellions', 'Epic', 'Fighting the System', 'Tense', 'Latin America', 'Award-Winning', 'Period Piece']","['Biography', 'Drama', 'History', 'War']",1,0.87197167
48,tt13128292,537 Votes,movies,"['Journalists', 'Elections', '2000s', 'Political Unrest', 'Drama', 'Idealism', 'Interviews', 'Historical Figures', 'Documentary', 'Insightful', 'Presidents', 'Chaotic', 'Duplicity', 'Cover-Ups', 'Cuba', 'Rivals', 'Florida', 'Debates', 'Captivating', 'Archival Footage', 'Fighting the System', 'Miami', 'Intrigue', 'Power', 'Politicians', 'Manipulation', 'Thought-Provoking', 'Social Commentary']",['Documentary'],6,0.43509403
49,tt11790674,Oslo,movies,"['Anti-War', 'Trusting Others', 'Washington D.C.', 'Leadership', '1990s', 'Wars', 'Conflict', 'Palestine', 'Egos', 'Violence', 'Based on a True Story', 'Couples', 'Debates', 'Israel', 'Captivating', 'Serious', 'Based on a Stage Play', 'Arguments', 'Tense', 'Politics', 'Political or Government Workers', 'Emmy Nominated', 'Politicians', 'Government', 'Partners']","['Drama', 'History', 'Thriller']",1,0.4137232
50,tt0073802,Three Days of the Condor,movies,"['Mysteries', 'Cynical', 'Critically Acclaimed', 'Witnesses', 'Assassinations', 'Love', 'Paranoia', 'Corruption', 'Award-Nominated', 'Based on a Novel', 'Drama', 'Escapes', 'On the Run', 'Employees', 'Fighting the System', 'Presidents', 'Crimes', 'Power', 'Cold War', 'Spying', 'Washington D.C.', 'New York City', 'Serious', 'Conspiracies', 'Thriller', 'Captivating', 'Suspenseful', '1970s', 'Obsession', 'CIA']","['Crime', 'Mystery', 'Thriller']",5,0.6350296
51,tt0298148,Shrek 2,movies,"['Fantasy World', 'Castles', 'Award-Winning', 'Fantasy', 'Entertainment', 'Touching', 'Parents', 'Family', 'Comedy', 'Love', 'Lighthearted', 'Captivating', 'Royalty', 'Exciting', 'Animation', 'Animals']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",0,0.45060375
52,tt0180734,Hardball,movies,"['Touching', 'Romance', 'Power Struggle', 'Redemption', 'Based on a True Story', 'Athletes', 'Based on a Novel', 'Children', 'Underdogs', 'Schools', 'Hope', 'Love', 'Baseball', 'Body Image', 'Power', 'Comedy', 'Inspiring', 'Rivals', 'Satisfying', 'Bars', 'Chicago', 'Semi-Serious', 'Sports Teams', 'Ghettos', 'Obsession', 'Parents', 'Drama']","['Comedy', 'Drama', 'Sport']",4,0.3278721
53,tt0427152,Dinner for Schmucks,movies,"['Duplicity', 'Los Angeles', 'Humor', 'Comedy', '2010s', 'Betrayal', 'Competitions', 'Business', 'Silly', 'Simple', 'Misfits', 'Accidents', 'Adult Humor', 'Fun', 'Friends', 'Job Loss', 'Danger', 'Pain', 'Parties', 'Remake', 'Obnoxious Boss', 'Love', 'Workplace Politics', 'Forgiveness', 'Unlikely Friendship']",['Comedy'],2,0.59668624
54,tt0437232,Catch a Fire,movies,"['Power Struggle', 'South Africa', 'Injustice', 'False Accusations', 'Political Unrest', 'Drama', 'Discrimination', 'Battle Zones', 'Based on a True Story', 'Secrets', 'Suspenseful', 'Tense', 'Biopic', 'Terrorism', 'Social Commentary', 'Revolutions or Rebellions', 'Military', 'Disturbing', 'Rebelliousness', 'Racism', 'Critically Acclaimed', 'Fighting the System', 'Captivating', 'Revenge', 'Idealism', 'Law Enforcement', 'Loss of Innocence']","['Biography', 'Drama', 'History']",1,0.64373726
55,tt11447806,Transhood,movies,"['Teens', 'Gender', 'Suburbs', 'Emotional', 'Kansas', 'Youth', 'Mental Health', 'Body Image', 'Children', 'Documentary', 'Family Homes', 'Empowering', 'Coming of Age', 'Teen Angst', 'Missouri', 'Parenting', 'Bittersweet', 'Seeking Fulfillment', 'Interviews', 'Biography', '2010s', 'Adulthood', 'Parents', 'Injustice', 'Inspiring', 'Middle Class']",['Documentary'],4,0.565015
56,tt1619029,Jackie,movies,"['Journalists', 'Political Unrest', 'Presidents', 'Self-Discovery', 'Government', 'Historical Figures', 'Leadership', 'Politics', 'Based on a True Story', 'Biopic', 'Spouses', 'Drama', 'Crisis of Faith', 'Media', 'Loss of Innocence', 'Existential Crisis', 'Mothers', 'Assassinations', 'Fame', 'Idealism', 'Tragic', 'White House', 'Critically Acclaimed', 'Captivating', 'Texas', '1960s', 'Grief', 'Suspenseful', 'Emotional', 'Mental Health']","['Biography', 'Drama']",1,0.65343505
57,tt0297494,Aqua Teen Hunger Force Forever,series,"['Slackers', 'Fantasy', 'Humor', 'Roommates', 'Neighbors', 'Friendship', 'Adventures', 'Rivals', 'Comedy', 'Contemporary', 'Social Commentary', 'Revenge', 'Crude Humor', 'Weird', 'Chaos', 'Adult Animation', 'New Jersey', 'Clever', 'Funny', 'Saving the World', 'Suburbs', 'Absurd', 'Aliens', 'Adult Humor', 'Relationships', 'Science Fiction']","['Animation', 'Comedy']",2,0.42283723
58,tt1240982,Your Highness,movies,"['Comedy', 'Irreverent', 'Crude Humor', 'Villains', 'Fish Out of Water', 'Adult Humor', 'Humor', 'Slackers', 'Royalty', 'Kidnappings', 'Danger', 'Fantasy', 'Revenge', 'Trapped', 'Adventures', 'Drugs', 'Rescues', 'Rivals', 'Fantasy World', 'Farce', 'Offbeat', 'Missions', 'Silly']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",2,0.591303
59,tt0479143,Rocky Balboa,movies,"['Family', 'Touching', 'Power Struggle', 'Athletes', 'Emotional', 'Duels', 'Rivals', 'Aging', 'Against the Odds', 'Drama', 'Underdogs', 'Sincere', 'Satisfying', 'Ghettos', 'Critically Acclaimed', 'Training', 'Sports', 'Urban', 'Philadelphia', 'Bars']","['Action', 'Drama', 'Sport']",1,0.3748384
60,tt0107290,Jurassic Park,movies,"['Thrilling', 'Death', 'Islands', 'Scary', 'Chaotic', 'Children', 'Adventures', 'Science Fiction', 'Greed', 'Classic', '1990s', 'Survival', 'Inventions', 'Trusting Others', 'Based on a Novel', 'Horror', 'Dinosaurs', 'Environmental', 'Sabotage', 'Fear', 'Mad Scientists', 'Jungles', 'Scientists', 'Rescues', 'Amusement Parks', 'Partners', 'Escapes', 'Imaginative', 'Danger', 'Action']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",5,0.622215
61,tt2041488,Thunderstruck,movies,"['Talent', 'Silly', 'Heroes', 'High Schools', 'Lighthearted', 'Basketball']","['Comedy', 'Family', 'Fantasy', 'Sport']",3,0.44653064
62,tt1213585,Good Hair,movies,"['United States', 'Barbershops or Salons', 'Clever', 'Fine Arts', 'Voice Overs', 'Drugs', 'Semi-Serious', 'Obsession', 'Fashion', 'Independent', 'Black Lives Matter', 'Award-Winning', 'Comedy', 'Body Image', 'Documentary', 'Critically Acclaimed', 'Business', '2000s', 'Witty', 'Racism', 'Comedians']","['Documentary', 'Comedy']",2,0.49685714
63,tt0116999,Marvin's Room,movies,"['Fires', 'Teens', 'Florida', 'Captivating', 'Based on a Stage Play', 'Sisters', 'Critically Acclaimed', 'Suburbs', 'Returning Home', 'Illnesses', 'Single Parents', 'Parents', 'Daughters', 'Slice of Life', 'Mental Health', 'Rebels', 'Teen Angst', 'Mortality', 'Siblings', 'Award-Nominated', 'Regret', 'Mothers', 'Adolescence', 'Witty', 'Aging', 'Black Sheep', 'Children', 'Touching', 'Coming of Age', 'Independent']",['Drama'],4,0.7665229
64,tt0062909,Dracula Has Risen From the Grave,movies,"['Relationships', 'Scary', 'Europe', 'Vampires', '1900s', 'Based on a Novel', 'Revenge', 'Dramatic']","['Drama', 'Fantasy', 'Horror', 'Romance']",5,0.51364124
