Type,Channel,Title,Year,Genre,Runtime,Bucket,MPM from Prior List,Tentpole,Additional Titles to Pull,PRODUCT ID,Co-Fi?,
Movie,Action,"Street Fighter, The",1974,ACTION ,1.5,CLASSIC,not in prior list,No,,2016973,No,
Movie,Action,Black Samson,1974,ACTION ,1.48,C,not in prior list,No,,2001711,No,
Movie,Action,Black Eye,1974,ACTION ,1.63,C,2001701,No,,2001701,No,
Movie,Action,Freebie and the Bean,1974,ACTION ,1.88,CLASSIC,not in prior list,No,,2001700,No,
Movie,Action,McQ,1974,ACTION ,1.93,CLASSIC,not in prior list,No,,2001695,No,
Movie,Action,Black Belt Jones,1974,ACTION ,1.43,C,2001694,No,,2001694,No,
Movie,Action,"Outfit, The",1974,ACTION ,1.71,CLASSIC,not in prior list,No,,2010930,No,
Movie,Action,"Super Cops, The",1974,ACTION ,1.56,CLASSIC,not in prior list,No,,2010932,No,
Movie,Action,"Mackintosh Man, The",1973,ACTION ,1.65,CLASSIC,not in prior list,No,,2001651,No,
Movie,Action,Doberman Gang,1972,ACTION ,1.41,CLASSIC,not in prior list,No,,2011349,No,
Movie,Action,"Getaway, The (1972)",1972,ACTION ,2.03,CLASSIC,2003526,No,,2003526,No,
Movie,Action,Melinda,1972,ACTION ,1.81,CLASSIC,not in prior list,No,,2010745,No,
Movie,Action,Sitting Target,1972,ACTION ,1.55,CLASSIC,not in prior list,No,,2010731,No,
Movie,Action,Skyjacked,1972,ACTION,1.68,CLASSIC,2010739,No,,2010739,No,
Movie,Action,Snow Job,1972,ACTION ,1.5,CLASSIC,not in prior list,No,,2001615,No,
Movie,Action,"Omega Man, The",1971,ACTION ,1.65,CLASSIC,not in prior list,No,,2001602,No,
Movie,Action,Get Carter (1971),1971,ACTION ,1.86,CLASSIC,not in prior list,No,,2010604,No,
Movie,Action,"Last Run, The",1971,ACTION ,1.65,CLASSIC,not in prior list,No,,2010622,No,
Movie,Action,No Blade of Grass,1970,ACTION ,1.61,CLASSIC,not in prior list,No,,2010594,No,
Movie,Action,Alfred the Great,1969,ACTION ,2.03,CLASSIC,not in prior list,No,,2010466,No,
Movie,Action,"Green Berets, The",1969,ACTION ,2.35,C,not in prior list,No,,2001529,No,
Movie,Action,Bullitt,1968,ACTION ,1.73,C,2001538,No,,2001538,No,
Movie,Rom-Coms,Crazy Rich Asians,2018,COMEDY ,2,A,not in prior list,Yes,,2077273,Yes,
Movie,Rom-Coms,Wedding Crashers,2005,COMEDY ,1.98,A,not in prior list,Yes,,2029440,No,
Movie,Rom-Coms,Valentine's Day,2010,COMEDY ,2.08,A,not in prior list,Yes,,2049382,No,
Movie,Rom-Coms,"CRAZY, STUPID, LOVE 2011",2011,COMEDY ,1.83,A,not in prior list,Yes,,2053676,No,
Movie,Rom-Coms,"Wedding Singer, The",1998,COMEDY ,1.60,A,not in prior list,Yes,,2017099,No,
Movie,Rom-Coms,He's Just Not That Into You,2009,COMEDY ,2.12,B,not in prior list,Yes,,2047069,No,
Movie,Rom-Coms,Ghosts Of Girlfriends Past,2009,COMEDY ,1.68,B,not in prior list,Yes,,2046422,No,
Movie,Rom-Coms,Life As We Know It,2010,COMEDY ,1.92,B,not in prior list,Yes,,2051950,No,
Movie,Rom-Coms,Two Weeks Notice,2002,COMEDY ,1.70,A,not in prior list,Yes,,2004700,Yes,
Movie,Rom-Coms,You've Got Mail,1998,COMEDY ,1.98,A,not in prior list,Yes,,2003667,No,
Movie,Rom-Coms,Just Friends,2005,COMEDY ,1.57,A,not in prior list,Yes,,2021432,No,
Movie,Rom-Coms,Love Don't Cost a Thing,2003,COMEDY ,1.75,B,not in prior list,Yes,,2024772,No,
Movie,Rom-Coms,How To Be Single,2016,COMEDY ,1.83,A,not in prior list,Yes,,2051603,Yes,
Movie,Rom-Coms,Blended,2014,COMEDY ,1.95,A,not in prior list,Yes,,2046990,No,
Movie,Rom-Coms,Something Borrowed 2011,2011,COMEDY ,1.88,B,not in prior list,Yes,,2054357,No,
Movie,Rom-Coms,Flipped,2010,COMEDY ,1.5,C,not in prior list,No,x,2051018,No,
Movie,Rom-Coms,Chaos Theory,2008,COMEDY ,1.46,C,not in prior list,No,x,2037673,Yes,
Movie,Rom-Coms,Over Her Dead Body,2008,COMEDY ,1.58,C,not in prior list,No,x,2047462,No,
Movie,Rom-Coms,In the Land of Women,2007,COMEDY ,1.65,C,not in prior list,No,x,2031210,No,
Movie,Rom-Coms,Full Of It,2007,COMEDY ,1.55,C,not in prior list,No,x,2044439,No,
Movie,Rom-Coms,"Upside Of Anger, The",2005,COMEDY ,1.93,C,not in prior list,No,x,2034207,No,
Movie,Rom-Coms,Laws Of Attraction,2004,COMEDY ,1.45,C,not in prior list,No,x,2026834,No,
Movie,Rom-Coms,Chasing Liberty,2004,COMEDY ,1.85,C,not in prior list,No,x,2026972,No,
Movie,Rom-Coms,How To Deal,2003,COMEDY ,1.68,C,not in prior list,No,x,2024499,No,
Movie,Rom-Coms,Alex & Emma,2003,COMEDY ,1.66,C,not in prior list,No,x,2024154,No,
Movie,Rom-Coms,Human Nature,2002,COMEDY ,1.6,C,not in prior list,No,x,2016888,No,
Movie,Rom-Coms,Storytelling,2002,COMEDY ,1.45,C,not in prior list,No,,2016893,No,
Movie,Rom-Coms,Town & Country,2001,COMEDY ,1.76,C,not in prior list,No,,2017123,No,
Movie,Rom-Coms,"Bachelor, The (1999)",1999,COMEDY ,1.7,C,not in prior list,No,,2017132,No,
Movie,Rom-Coms,Man Of The Century,1999,COMEDY ,1.3,C,not in prior list,No,,2017159,No,
Movie,Rom-Coms,Three to Tango,1999,COMEDY ,1.63,C,not in prior list,No,,2003706,Yes,
Movie,Rom-Coms,Lost And Found,1999,COMEDY ,1.66,C,not in prior list,No,,2003720,No,
Movie,Rom-Coms,Theory Of Flight,1998,COMEDY ,1.63,C,not in prior list,No,,2017112,No,
Movie,Rom-Coms,Home Fries,1998,COMEDY ,1.53,C,not in prior list,No,,2003568,No,
Movie,Rom-Coms,Living Out Loud,1998,COMEDY ,1.66,C,not in prior list,No,,2017110,No,
Movie,Rom-Coms,Trojan War,1997,COMEDY ,1.4,C,not in prior list,No,,2003559,No,
Movie,Rom-Coms,Father's Day,1997,COMEDY ,1.7,C,not in prior list,No,,2005181,No,
Movie,Rom-Coms,Twelfth Night,1996,COMEDY ,2.23,C,not in prior list,No,,2017054,No,
Movie,Rom-Coms,Feeling Minnesota,1996,COMEDY ,1.58,C,not in prior list,No,,2017030,No,
Movie,Rom-Coms,Forget Paris,1995,COMEDY ,1.68,C,not in prior list,No,,2015316,No,
Movie,Rom-Coms,For Better or Worse,1995,COMEDY ,1.58,C,not in prior list,No,,2015315,No,
Movie,Rom-Coms,Even Cowgirls Get The Blues,1994,COMEDY ,1.7,C,2016709,No,,2016709,No,
Movie,Rom-Coms,With Honors,1994,COMEDY ,1.66,C,not in prior list,No,,2003297,No,
Movie,Rom-Coms,Naked In New York,1994,COMEDY ,1.6,C,not in prior list,No,,2016764,No,
Movie,Rom-Coms,Mr. Wonderful,1993,COMEDY ,1.65,C,not in prior list,No,,2003259,No,
Movie,Rom-Coms,Three Of Hearts,1993,COMEDY ,1.71,C,not in prior list,No,,2016809,No,
Movie,Rom-Coms,Used People,1992,COMEDY ,1.91,C,not in prior list,No,,2042180,No,
Movie,Rom-Coms,Singles,1992,COMEDY ,1.65,C,not in prior list,No,,2002542,No,
Movie,Rom-Coms,Book Of Love,1991,COMEDY ,1.36,C,not in prior list,No,,2016680,No,
Movie,Rom-Coms,Sibling Rivalry,1990,COMEDY ,1.46,C,not in prior list,No,,2015277,No,
Movie,Rom-Coms,Joe Versus the Volcano,1990,COMEDY ,1.7,C,2002470,No,,2002470,Yes,
Movie,Rom-Coms,Her Alibi,1989,COMEDY ,1.58,C,not in prior list,No,,2002406,No,
Movie,Rom-Coms,Crossing Delancey,1988,COMEDY ,1.6,C,not in prior list,No,,2002325,No,
Movie,Rom-Coms,In the Mood,1987,COMEDY ,1.63,C,not in prior list,No,,2002292,No,
Movie,Rom-Coms,Who's That Girl,1987,COMEDY ,1.53,C,not in prior list,No,,2002233,No,
Movie,Rom-Coms,My Demon Lover,1987,COMEDY ,1.45,C,not in prior list,No,,2016761,No,
Movie,Rom-Coms,Club Paradise,1986,COMEDY ,1.6,C,not in prior list,No,,2002193,No,
Movie,Rom-Coms,Mr. Love,1986,COMEDY ,1.53,C,not in prior list,No,,2002190,Yes,
Movie,Rom-Coms,French Lessons,1986,COMEDY ,1.51,C,not in prior list,No,,2002189,No,
Movie,Rom-Coms,Lost in America,1985,COMEDY ,1.53,C,not in prior list,No,,2002122,No,
Movie,Rom-Coms,Local Hero,1983,COMEDY ,1.9,C,not in prior list,No,,2002072,No,
Movie,Rom-Coms,Lovesick,1983,COMEDY ,1.6,CLASSIC,not in prior list,No,,2002038,No,
Movie,Rom-Coms,Best Friends,1982,COMEDY ,1.81,CLASSIC,not in prior list,No,,2002035,No,
Movie,Rom-Coms,My Favorite Year,1982,COMEDY ,1.53,CLASSIC,2012126,No,,2012126,No,
Movie,Rom-Coms,Night Shift,1982,COMEDY ,1.78,CLASSIC,not in prior list,No,,2002039,No,
Movie,Rom-Coms,Soup for One,1982,COMEDY ,1.41,CLASSIC,not in prior list,No,,2002000,No,
Movie,Rom-Coms,So Fine,1981,COMEDY ,1.53,CLASSIC,not in prior list,No,,2002001,No,
Movie,Rom-Coms,Second Hand Hearts,1981,COMEDY ,1.61,CLASSIC,not in prior list,No,,2011636,No,
Movie,Rom-Coms,Just Tell Me What You Want,1980,COMEDY ,1.86,CLASSIC,not in prior list,No,,2001929,No,
Movie,Rom-Coms,"""10""",1979,COMEDY ,2.03,C,2001931,No,,2001931,No,
Movie,Rom-Coms,"Little Romance, A",1979,COMEDY ,1.81,C,not in prior list,No,,2001919,No,
Movie,Rom-Coms,"Goodbye Girl, The",1977,COMEDY ,1.83,CLASSIC,2001841,No,,2001841,No,
Movie,Rom-Coms,Blume in Love,1973,COMEDY ,2,CLASSIC,not in prior list,No,,2001647,No,
Movie,Rom-Coms,"THIEF  WHO CAME TO DINNER, THE",1973,COMEDY ,1.75,CLASSIC,not in prior list,No,,2001639,No,
Movie,Rom-Coms,"What's Up, Doc?",1972,COMEDY ,1.56,C,not in prior list,No,,2021029,No,
Movie,Rom-Coms,Summer of '42,1971,COMEDY ,1.75,CLASSIC,not in prior list,No,,2001596,No,
Movie,Rom-Coms,"I Love You, Alice B. Toklas",1968,COMEDY ,1.56,CLASSIC,2001534,No,,2001534,No,
Movie,Rom-Coms,"Live a Little, Love a Little",1968,COMEDY ,1.5,C,not in prior list,No,,2010301,No,
Movie,Rom-Coms,Speedway,1968,COMEDY ,1.56,C,not in prior list,No,,2007044,No,
Movie,Rom-Coms,Sweet November (1968),1968,COMEDY ,1.9,CLASSIC,not in prior list,No,,2001508,Yes,
Movie,Rom-Coms,"Cool Ones, The",1967,COMEDY ,1.58,CLASSIC,not in prior list,No,,2001467,No,
Movie,Rom-Coms,Don't Make Waves,1967,COMEDY ,1.61,CLASSIC,not in prior list,No,,2009932,No,
Movie,Rom-Coms,Kaleidoscope,1967,COMEDY ,1.71,CLASSIC,not in prior list,No,,2001462,No,
Movie,Rom-Coms,Not With My Wife You Don't,1967,COMEDY ,1.98,CLASSIC,not in prior list,No,,2001463,No,
Movie,Rom-Coms,Three Bites of the Apple,1967,COMEDY ,1.75,CLASSIC,not in prior list,No,,2009921,No,
Movie,Rom-Coms,You're a Big Boy Now,1967,COMEDY ,1.6,CLASSIC,not in prior list,No,,2001478,No,
Movie,Rom-Coms,Any Wednesday,1966,COMEDY ,1.81,CLASSIC,not in prior list,No,,2001464,No,
Movie,Rom-Coms,"Family Way, The",1966,COMEDY ,1.91,CLASSIC,not in prior list,No,,2001473,No,
Movie,Rom-Coms,"Glass Bottom Boat, The",1966,COMEDY ,1.83,CLASSIC,2009844,No,,2009844,No,
Movie,Rom-Coms,Made in Paris,1966,COMEDY ,1.68,CLASSIC,not in prior list,No,,2009827,No,
Movie,Comedy,"Hangover, The",2009,COMEDY ,1.66,A,not in prior list,Yes,,2047417,Yes,
Movie,Comedy,We're The Millers,2013,COMEDY ,1.82,A,not in prior list,Yes,,2054437,No,
Movie,Comedy,Horrible Bosses 2011,2011,COMEDY ,1.55,A,not in prior list,Yes,,2050818,No,
Movie,Comedy,Austin Powers: The Spy Who Shagged Me,1999,COMEDY ,1.58,A,not in prior list,Yes,,2017127,No,
Movie,Comedy,Friday,1995,COMEDY ,1.48,A,not in prior list,Yes,,2012700,No,
Movie,Comedy,Miss Congeniality,2000,COMEDY ,1.83,A,not in prior list,Yes,,2004597,Yes,
Movie,Comedy,Tammy,2014,COMEDY ,1.62,A,not in prior list,Yes,,2060911,No,
Movie,Comedy,"Mask, The (1994)",1994,COMEDY ,1.68,A,not in prior list,Yes,,2016956,No,
Movie,Comedy,Analyze This,1999,COMEDY ,1.77,B,not in prior list,Yes,,2003583,Yes,
Movie,Comedy,Cop Out,2010,COMEDY ,1.78,B,not in prior list,Yes,,2049086,No,
Movie,Comedy,Observe And Report,2009,COMEDY ,1.43,B,not in prior list,Yes,,2043643,No,
Movie,Comedy,"House, The",2017,COMEDY,1.46,B,not in prior list,Yes,,2027664,No,
Movie,Comedy,Central Intelligence,2016,COMEDY ,1.78,A,not in prior list,Yes,,2061711,Yes,
Movie,Comedy,Caddyshack,1980,COMEDY ,1.67,B,not in prior list,Yes,,2001961,Yes,
Movie,Comedy,Fist Fight,2017,COMEDY ,1.51,B,not in prior list,Yes,,2068424,Yes,
Movie,Comedy,War Dogs (2016),2016,COMEDY ,1.9,B,not in prior list,No,x,2058075,No,
Movie,Comedy,Our Brand Is Crisis,2015,COMEDY ,1.78,C,not in prior list,No,x,2046605,Yes,
Movie,Comedy,"Campaign, The",2012,COMEDY ,1.41,B,not in prior list,No,x,2056635,No,
Movie,Comedy,Arthur (2011),2011,COMEDY ,1.83,C,2051903,No,,2051903,No,
Movie,Comedy,"Invention Of Lying, The",2009,COMEDY,1.75,C,not in prior list,No,,2047946,No,
Movie,Comedy,"Kiss Kiss, Bang Bang",2005,COMEDY ,1.71,C,not in prior list,No,,2026982,No,
Movie,Comedy,Everything Is Illuminated,2005,COMEDY ,1.76,C,not in prior list,No,,2026954,No,
Movie,Comedy,Criminal,2004,COMEDY ,1.45,C,not in prior list,No,,2025612,Yes,
Movie,Comedy,Matchstick Men,2003,COMEDY ,1.93,C,not in prior list,No,,2024151,No,
Movie,Comedy,"In-Laws, The (2003)",2003,COMEDY,1.63,C,not in prior list,No,,2024139,No,
Movie,Comedy,About Schmidt,2002,COMEDY ,2.08,C,not in prior list,No,,2016904,No,
Movie,Comedy,Real Women Have Curves,2002,COMEDY ,1.5,C,not in prior list,No,,2025622,No,
Movie,Comedy,Eight Legged Freaks,2002,COMEDY ,1.65,C,2004680,No,,2004680,Yes,
Movie,Comedy,Hedwig and the Angry Inch,2001,COMEDY ,1.46,C,2016887,No,,2016887,No,
Movie,Comedy,Sugar and Spice,2001,COMEDY ,1.35,C,not in prior list,No,,2016845,No,
Movie,Comedy,Detroit Rock City,1999,COMEDY ,1.56,C,not in prior list,No,,2017130,No,
Movie,Comedy,Drop Dead Gorgeous,1999,COMEDY ,1.63,C,not in prior list,No,,2017128,No,
Movie,Comedy,Almost Heroes,1998,COMEDY ,1.53,C,not in prior list,No,,2016424,No,
Movie,Comedy,SubUrbia,1997,COMEDY ,2.01,C,not in prior list,No,,2015337,No,
Movie,Comedy,DRACULA: DEAD & LOVING IT,1995,COMEDY,1.5,C,not in prior list,No,,2015321,No,
Movie,Comedy,National Lampoon's Senior Trip,1995,COMEDY ,1.51,C,not in prior list,No,,2016994,No,
Movie,Comedy,"Hudsucker Proxy, The",1994,COMEDY ,1.91,C,not in prior list,No,,2003263,No,
Movie,Comedy,Hangin' With The Homeboys,1991,COMEDY ,1.46,C,not in prior list,No,,2016725,No,
Movie,Comedy,Nothing But Trouble,1991,COMEDY ,1.55,C,not in prior list,No,,2002488,No,
Movie,Comedy,Young Einstein,1989,COMEDY ,1.5,C,not in prior list,No,,2002326,No,
Movie,Comedy,One Crazy Summer,1986,COMEDY ,1.55,C,not in prior list,No,,2002198,No,
Movie,Comedy,Wise Guys (1986),1986,COMEDY ,1.51,C,not in prior list,No,,2012803,No,
Movie,Comedy,Spies Like Us,1985,COMEDY,1.71,C,not in prior list,No,,2002158,No,
Movie,Comedy,"OH GOD, YOU DEVIL",1984,COMEDY ,1.6,C,not in prior list,No,,2002114,No,
Movie,Comedy,Strange Brew,1983,COMEDY ,1.5,C,2012132,No,,2012132,No,
Movie,Comedy,"Man With Two Brains, The",1983,COMEDY ,1.5,C,not in prior list,No,,2002067,No,
Movie,Comedy,Smorgasbord,1983,COMEDY,1.51,CLASSIC,not in prior list,No,,2002069,No,
Movie,Comedy,Creepshow,1982,COMEDY ,2.01,C,not in prior list,No,,2002045,No,
Movie,Comedy,"World According to Garp, The",1982,COMEDY ,2.28,CLASSIC,2002032,No,,2002032,No,
Movie,Comedy,"Victor, Victoria",1982,COMEDY ,2.21,CLASSIC,not in prior list,No,,2011972,No,
Movie,Comedy,Whose Life Is It Anyway,1981,COMEDY ,1.96,CLASSIC,not in prior list,No,,2011954,No,
Movie,Comedy,Under the Rainbow,1981,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001995,No,
Movie,Comedy,Arthur,1981,COMEDY ,1.65,C,2001997,No,,2001997,No,
Movie,Comedy,Polyester,1981,COMEDY ,1.43,CLASSIC,2016948,No,,2016948,No,
Movie,Comedy,Going in Style (1979),1979,COMEDY ,1.65,CLASSIC,not in prior list,No,,2001940,No,
Movie,Comedy,Being There,1979,COMEDY ,2.16,C,2002365,No,,2002365,No,
Movie,Comedy,"Frisco Kid, The",1979,COMEDY,1.98,CLASSIC,not in prior list,No,,2001922,No,
Movie,Comedy,"Oh, God!",1977,COMEDY ,1.73,C,2001837,No,,2001837,No,
Movie,Comedy,Network,1976,COMEDY,2.01,C,2011172,No,,2011172,No,
Movie,Comedy,Hearts of the West,1975,COMEDY,1.7,CLASSIC,not in prior list,No,,2011098,No,
Movie,Comedy,"Sunshine Boys, The",1975,COMEDY ,1.85,C,not in prior list,No,,2011099,No,
Movie,Comedy,Alice Doesn't Live Here Anymore,1974,COMEDY ,1.88,C,not in prior list,No,,2001735,No,
Movie,Comedy,Uptown Saturday Night,1974,COMEDY ,1.73,C,not in prior list,No,,2001707,No,
Movie,Comedy,"Cheyenne Social Club, The",1970,COMEDY,1.61,CLASSIC,not in prior list,No,,2003487,No,
Movie,Comedy,"Great Bank Robbery, The",1969,COMEDY ,1.63,CLASSIC,not in prior list,No,,2001555,No,
Movie,Comedy,"Big Hand for a Little Lady, A",1966,COMEDY,1.58,CLASSIC,not in prior list,No,,2001434,No,
Movie,Comedy,"Alphabet Murders, The",1966,COMEDY ,1.5,CLASSIC,not in prior list,No,,2009814,No,
Movie,Comedy,Hotel Paradiso,1966,COMEDY ,1.6,CLASSIC,not in prior list,No,,2009913,No,
Movie,Comedy,Girl Happy,1965,COMEDY ,1.6,C,2009747,No,,2009747,No,
Movie,Comedy,Having a Wild Weekend,1965,COMEDY ,1.53,CLASSIC,not in prior list,No,,2001383,No,
Movie,Comedy,Kisses for My President,1965,COMEDY ,1.88,CLASSIC,not in prior list,No,,2001372,No,
Movie,Comedy,Honeymoon Hotel,1964,COMEDY,1.48,CLASSIC,not in prior list,No,,2009665,No,
Movie,Comedy,Kissin' Cousins,1964,COMEDY ,1.6,C,not in prior list,No,,2009635,No,
Movie,Comedy,Robin and the Seven Hoods,1964,COMEDY ,1.71,CLASSIC,2001368,No,,2001368,No,
Movie,Comedy,Viva Las Vegas,1964,COMEDY ,1.43,C,not in prior list,No,,2009657,No,
Movie,Comedy,OCEAN'S 11 (1960),1960,COMEDY ,2.13,C,not in prior list,No,,2000655,No,
Movie,Comedy,Bowery Boys: Master Minds,1959,COMEDY ,1.06,CLASSIC,not in prior list,No,,2056578,No,
Movie,Comedy,Love in the Afternoon,1957,COMEDY ,2.1,CLASSIC,not in prior list,No,,2111945,No,
Movie,Comedy,Top Secret Affair,1957,COMEDY ,1.66,CLASSIC,not in prior list,No,,2000536,No,
Movie,Comedy,High Society,1956,COMEDY ,1.78,CLASSIC,not in prior list,No,,2021799,No,
Movie,Comedy,Great Diamond Robbery,1954,COMEDY ,1.15,CLASSIC,not in prior list,No,,2008517,No,
Movie,Comedy,"Long, Long Trailer, The",1954,COMEDY ,1.71,CLASSIC,not in prior list,No,,2008520,No,
Movie,Comedy,April in Paris,1953,COMEDY ,1.68,CLASSIC,not in prior list,No,,2000407,No,
Movie,Comedy,Band Wagon,1953,COMEDY ,1.86,CLASSIC,not in prior list,No,,2008421,No,
Movie,Comedy,Kiss Me Kate,1953,COMEDY ,1.81,CLASSIC,2008512,No,,2008512,No,
Movie,Comedy,"Belle of New York, The",1952,COMEDY ,1.36,CLASSIC,not in prior list,No,,2008317,No,
