title_name,title_number,offering_start_date,genre,medal,pred_type,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01,2024-04-01,2024-05-01,2024-06-01,2024-07-01,2024-08-01,2024-09-01,2024-10-01,2024-11-01,2024-12-01,2025-01-01,2025-02-01,2025-03-01,2025-04-01,2025-05-01,2025-06-01,2025-07-01,2025-08-01,2025-09-01,2025-10-01,2025-11-01,2025-12-01,2026-01-01,2026-02-01,2026-03-01,2026-04-01,2026-05-01,2026-06-01,2026-07-01,2026-08-01,2026-09-01,2026-10-01,2026-11-01,2026-12-01,2027-01-01,2027-02-01,2027-03-01,2027-04-01,2027-05-01,2027-06-01,2027-07-01,2027-08-01,2027-09-01,2027-10-01,2027-11-01,2027-12-01,2028-01-01,2028-02-01,2028-03-01,2028-04-01,2028-05-01,2028-06-01,2028-07-01,2028-08-01,2028-09-01,2028-10-01,2028-11-01,2028-12-01,2029-01-01,2029-02-01,2029-03-01,2029-04-01,2029-05-01,2029-06-01,2029-07-01,2029-08-01,2029-09-01,2029-10-01,2029-11-01,2029-12-01,2030-01-01,2030-02-01,2030-03-01,2030-04-01
Fox Pay-1 Film US,1364.0,2025-11-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.00447185455517839,-0.0006911870205740631,-0.000426428688616618,-0.0003701801176600536,-0.00039553634461517986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Pay-1 Film US,1365.0,2025-12-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021334508947197274,-0.0003155077568366501,-0.00018210692800363904,-0.00019390146132031852,-0.00018083793803252193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Pay-1 Film US,1366.0,2026-01-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004510764638154959,-0.0006222042170502948,-0.00042990470627183214,-0.00039677682055203875,-0.00039553634461517986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Pay-1 Film US,1367.0,2026-02-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020747300666021803,-0.00035300400404208483,-0.00019703395525201944,-0.00019396060654184512,-0.00018707634647472757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Pay-1 Film US,1368.0,2026-03-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004510764638154959,-0.0006522769375974941,-0.000426428688616618,-0.00039655918923594755,-0.00036915727303928585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fox Pay-1 Film US,1369.0,2026-04-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0021150476398396558,-0.0003269098890660719,-0.00019540021884796393,-0.00019384736225975356,-0.00017459986889941197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAME THEORY S2,84.0,2023-01-01,other,Bronze,future,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARY GULMAN: BORN ON 3RD BASE,307.0,2023-12-01,other,Silver,future,,,,,,,,,,,,-0.0010935007477902122,-0.00016171357348246506,-9.656400017673114e-05,-9.93565102027097e-05,-8.949120304484998e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GET MILLIE BLACK S1,107.0,2024-11-01,drama,Silver,future,,,,,,,,,,,,,,,,,,,,,,,-0.001653316424498787,-0.0007221320791074697,-0.00036654947104667235,-0.0002214027219948769,-0.0001951157751509348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GILDED AGE S2,103.0,2023-10-01,drama,Gold,future,,,,,,,,,,-0.0051030261157717265,-0.0020825207614206163,-0.0011087836267624255,-0.0007327017895316335,-0.000527234252826381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GLITCH: THE RISE AND FALL OF HQ
TRIVIA (CNN)",322.0,2023-07-01,other,Silver,future,,,,,,,-0.0019136263086328713,-0.0002829987535943138,-0.0001746264233286743,-0.0001738295080548436,-0.00015101456710899097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOD SAVE TEXAS,164.0,2024-07-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDEN BOY: OSCAR DE LA HOYA PROJECT,112.0,2023-07-01,other,Bronze,future,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREAT PHOTO LOVELY LIFE,153.0,2023-12-01,other,Bronze,future,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREMLINS: SECRETS OF THE MOGWAI S1,304.0,2023-05-01,other,Bronze,future,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREMLINS: SECRETS OF THE MOGWAI S2A,347.0,2024-10-01,comedy,Platinum,future,,,,,,,,,,,,,,,,,,,,,,-0.002084161808314627,-0.0008505365517453882,-0.0004528459067533803,-0.00029924775064465347,-0.00021533134827193901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREMLINS: SECRETS OF THE MOGWAI S2B,482.0,2025-04-01,comedy,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0020425553289287893,-0.0008921430311312263,-0.00044147863200292236,-0.0003020949527529291,-0.0002238514209141213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREMLINS: SECRETS OF THE MOGWAI S3 / TBD SERIES,434.0,2025-11-01,comedy,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004085110657857579,-0.0017842860622624525,-0.0009056918135067606,-0.0005470547596925622,-0.0004821034381406228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HACKS S3,332.0,2024-05-01,action,Silver,future,,,,,,,,,,,,,,,,,-0.0008181278195818957,-0.0003338740839497778,-0.00017776251000315829,-0.0001174682833036246,-8.452729809486878e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HACKS S4 / TBD,362.0,2025-05-01,action,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0007272247285172406,-0.00029677696351091364,-0.00015801112000280734,-0.00010441625182544412,-7.513537608432779e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS IN SEASON S3,202.0,2023-11-01,other,Bronze,future,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS IN SEASON S4,243.0,2024-11-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS IN SEASON S5,245.0,2025-11-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS IN SEASON S6,263.0,2026-10-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030008308379312034,-0.004339336911212713,-0.002836859072972432,-0.002725887211939769,-0.0023681173691703864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS S18,111.0,2023-08-01,other,Silver,future,,,,,,,,-0.0022368722506977768,-0.0009128569591925954,-0.0004860267751849099,-0.0003120298399285096,-0.0002402534341261066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS S19,126.0,2024-08-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,-0.0022368722506977768,-0.0009128569591925954,-0.0004860267751849099,-0.0003120298399285096,-0.0002402534341261066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS S20,137.0,2025-08-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0022368722506977768,-0.0009128569591925954,-0.0004860267751849099,-0.0003120298399285096,-0.0002402534341261066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARD KNOCKS S21,264.0,2026-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARLEY QUINN S3B A VERY PROBLEMATIC VALENTINE'S DAY SPECIAL,396.0,2023-02-01,comedy,Gold,future,,-0.00030000393500796897,-0.00014412146114626162,-7.021625020202061e-05,-4.7260017795169945e-05,-3.697689082374624e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARLEY QUINN S4,342.0,2023-07-01,comedy,Silver,future,,,,,,,-0.00314526672219262,-0.0013123823159829399,-0.0006545885097231778,-0.00045160312795230757,-0.00032496254430085817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARLEY QUINN S5,366.0,2024-10-01,comedy,Silver,future,,,,,,,,,,,,,,,,,,,,,,-0.00314526672219262,-0.001283568435781155,-0.0006834023899249628,-0.00045160312795230757,-0.00032496254430085817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARRY POTTER S1,376.0,2026-12-01,drama,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.017059863468172336,-0.00711833529752445,-0.0033631461618592877,-0.0024969012733716467,-0.0019025040756310634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HER NAME WAS TAWANA,82.0,2024-09-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,-0.0021922171865774577,-0.0009575120233129143,-0.00047382659890592957,-0.00032423001620749,-0.0002402534341261066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOME SWEET ROME S1A,335.0,2024-05-01,other,Bronze,future,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOME SWEET ROME S1B,413.0,2025-02-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOP S1A,389.0,2024-04-01,other,Bronze,future,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOP S1B,390.0,2024-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOP S1C,424.0,2025-04-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOP S1D,430.0,2025-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSE OF THE DRAGON S2,125.0,2024-06-01,drama,Platinum,future,,,,,,,,,,,,,,,,,,-0.027341199489380304,-0.01194203174903061,-0.006061696395263294,-0.003891617195759701,-0.002996426225772807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSE OF THE DRAGON S3,138.0,2026-05-01,drama,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03487266841821771,-0.014231370629795938,-0.007577120494079124,-0.005007081283946612,-0.0036029729929690237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOW DO YOU MEASURE A YEAR,265.0,2023-06-01,other,Bronze,future,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOW TO CREATE A SEX SCANDAL,450.0,2023-05-01,other,Bronze,future,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOW TO WITH JOHN WILSON S3,110.0,2023-07-01,action,Bronze,future,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOW WE GET FREE,183.0,2023-11-01,other,Bronze,future,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOWARD STERN INTERVIEW,287.0,2024-09-01,other,Gold,future,,,,,,,,,,,,,,,,,,,,,-0.0022920500828958763,-0.00035426806669478915,-0.00021175271864907092,-0.00021006990782027898,-0.00018921164537686022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
House Party,516.0,2023-01-01,other,Platinum,future,-0.008586041708902292,-0.00118433830793572,-0.0008183046634002931,-0.000755247192808292,-0.0007528860015276234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I AM NOT A MONSTER: THE LOIS REISS MURDERS,190.0,2025-06-01,other,Platinum,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009916485066569803,-0.00153273003027178,-0.0009456196909908106,-0.0008793830902920386,-0.0008186184367446796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I HATE SUZIE S3,291.0,2023-12-01,action,Bronze,future,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I HATE SUZIE S4,292.0,2024-12-01,action,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I HATE SUZIE S5,293.0,2025-12-01,action,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRY S3,145.0,2024-08-01,drama,Silver,future,,,,,,,,,,,,,,,,,,,,-0.0022493255712240884,-0.0009179391002509204,-0.0004887326280622298,-0.0003137670010959349,-0.00024159099509848058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISADORA MOON S1A,429.0,2025-01-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISADORA MOON S1B,436.0,2025-07-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISADORA MOON S1C,446.0,2026-02-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT: WELCOME TO DERRY S1,380.0,2025-03-01,drama,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005740904380243191,-0.002342835856598193,-0.0012473815801077287,-0.0008008206433127192,-0.000616607404340047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT: WELCOME TO DERRY S2 / TBD,383.0,2026-06-01,drama,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005001153530810129,-0.0021843933463822143,-0.0011087836267624255,-0.0007118405718335282,-0.0005480954705244864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JELLYSTONE S2A (S3A),391.0,2024-01-01,other,Bronze,future,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JELLYSTONE S2B (S3B),392.0,2024-06-01,other,Bronze,future,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JELLYSTONE S3 (S4) / FRANCHISE SERIES TBD '25,428.0,2025-08-01,other,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERROD CARMICHAEL SPECIAL 2,172.0,2024-04-01,other,Platinum,future,,,,,,,,,,,,,,,,-0.0033054950221899334,-0.0005109100100905933,-0.00030538056853685535,-0.00030295369189076084,-0.00027287281224822664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERROD S1,173.0,2024-03-01,action,Bronze,future,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERROD S2 / TBD,174.0,2025-04-01,action,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JERROD S3 / TBD,271.0,2026-04-01,action,Bronze,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOHN EARLY COMEDY SPECIAL,273.0,2023-06-01,other,Silver,future,,,,,,-0.0010840681552599886,-0.0001675577389845323,-0.00010337495464454175,-9.61339827630555e-05,-8.949120304484998e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JULIA S2,326.0,2023-11-01,drama,Silver,future,,,,,,,,,,,-0.002204421899331716,-0.0009628427721432927,-0.0004887326280622298,-0.00030451477727541583,-0.0002508432189189997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUSTICE USA,462.0,2024-03-01,other,Gold,future,,,,,,,,,,,,,,,-0.002797119177955421,-0.0011414910737487008,-0.0006077570202971857,-0.00039018082015463123,-0.00030042729885631657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENDRA SELLS HOLLYWOOD S2,453.0,2023-05-01,other,Bronze,future,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KITE MAN: HELL YEAH! S1,356.0,2024-05-01,comedy,Silver,future,,,,,,,,,,,,,,,,,-0.00314526672219262,-0.001283568435781155,-0.0006834023899249628,-0.00045160312795230757,-0.00032496254430085817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KITE MAN: HELL YEAH! S2 / TBD,401.0,2025-05-01,comedy,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003197065921881789,-0.0013047074435640605,-0.0006946573008722612,-0.00045904055144329486,-0.000330314331990268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KITE MAN: HELL YEAH! S3 / TBD,441.0,2026-05-01,comedy,Gold,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.003197065921881789,-0.0013047074435640605,-0.0006946573008722612,-0.00045904055144329486,-0.000330314331990268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Beast Boy Lone Wolf, Young Justice) ",1430.0,2026-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002893436798344735,-0.0012637892541279086,-0.0006414910734717724,-0.00041183812742582324,-0.00031710276312287613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Beast Boy Lone Wolf, Young Justice) ",1452.0,2027-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002893436798344735,-0.0012637892541279086,-0.0006414910734717724,-0.00041183812742582324,-0.00031710276312287613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Beast Boy Lone Wolf, Young Justice) ",1474.0,2028-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002893436798344735,-0.0012637892541279086,-0.0006414910734717724,-0.00041183812742582324,-0.00031710276312287613,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Beast Boy Lone Wolf, Young Justice) ",1496.0,2029-06-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002893436798344735,-0.0012637892541279086,-0.0006414910734717724,-0.00041183812742582324,-0.00031710276312287613,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Gumball)",1432.0,2026-05-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012048504744534847,-0.0006414910734717724,-0.0004239074659442511,-0.00030503342460444825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Gumball)",1454.0,2027-05-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012048504744534847,-0.0006414910734717724,-0.0004239074659442511,-0.00030503342460444825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Gumball)",1476.0,2028-05-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012048504744534847,-0.0006414910734717724,-0.0004239074659442511,-0.00030503342460444825,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: IP-based or spinoff (e.g., Gumball)",1498.0,2029-05-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012048504744534847,-0.0006414910734717724,-0.0004239074659442511,-0.00030503342460444825,,,,,,,
"Kids+ PLACEHOLDER: Multi-layered comedy (e.g., Adventure Time, Regular Show)",1431.0,2026-07-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012318972732561046,-0.0006144442746691526,-0.0004239074659442511,-0.00030503342460444825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kids+ PLACEHOLDER: Multi-layered comedy (e.g., Adventure Time, Regular Show)",1453.0,2027-07-01,other,Silver,future,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002952375578019159,-0.0012318972732561046,-0.0006144442746691526,-0.0004239074659442511,-0.00030503342460444825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
